"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"182",201,"I believe in God.","I belong to the United Methodist Church.",1,75,25,7,2,"female",NA,2,2,1,"clinton",0,56,12,1,-0.0671720725905677,0.485472331047215,8,1.80952386776814,-0.823309476211005,-0.291954477218709,-1.18651025896188,-0.0516076553666977,-0.334501550897301,0.349380649666893,0.978431243918507,-0.39761313099884,-1.05789952498645,-0.656157913738697,-0.47956097381964,0.469374076303181,-0.716868044735094,-0.741137634931864,0.310223365193379,-0.505680438005696,-0.19045217791494,0.180342602155473,-0.0477691892625349,0.383761644832993
"183",202,"I believe in beings that are older and smarter than we are as a race but believe the gods that the religious worship are constructs of the human imagination and nothing more.","none",0,65,35,1,1,"male",NA,4,5,1,"trump",0,43,11,0,NA,NA,2,-0.444625864651599,-1.00628183770865,-0.445267020859299,0.00722809553729986,-0.0516076553666977,0.683281351139727,-1.44650058754173,-0.376268815884812,-0.229574676828596,0.0547412797681295,0.0238251489241735,-0.47956097381964,-0.694948006226479,0.673168782817784,0.542775408996944,NA,NA,0.550810567084204,0.107985709729587,NA,NA
"185",204,"I believe in God, Jesus, and the Holy Spirit","Catholic",1,80,20,3,7,"female",NA,3,2,1,"clinton",0,28,10,1,1.28007413586111,-1.41802352659058,2,-0.444625864651599,2.10424830775125,-0.151671413473385,-0.16330595510544,-0.187789997101505,0.852911834812564,0.871131173649209,0.485813040353664,0.232935565788927,2.50255105022821,0.0999909204650784,1.06661935524345,0.247008345466046,0.441495978225638,-1.5877045126027,0.852769998803613,1.25722730121987,0.303722985417822,0.88434001916054,-0.931817651881178,-0.0852318510803894
"186",205,"i believe in god","catholic",1,75,25,4,2,"male",NA,6,4,1,"trump",0,58,10,0,0.667689495655802,-0.237525509121772,3,-0.0689342425816433,-2.28708836819213,-1.94912246697906,-0.333840005748181,-0.509398425298141,-1.18265396926149,0.349380649666893,-0.622577917667233,-0.317107099651018,-0.390315042133703,-0.794542754918982,-0.221864252309125,0.810370031546504,0.673168782817784,0.0333476418187074,-0.503596585221973,-0.369319049820124,-0.19045217791494,0.674916799820921,0.615267157701448,-0.0188715068182718
"187",206,"I struggle with faith. I want to believe in god but have a lot of uncertainties.","Non denomination and Nazarene previously",1,75,25,2,5,"male",NA,5,4,1,"third",1,57,9,0,-0.802033640836937,1.4086057847425,3,-0.0689342425816433,-0.0914200302204411,0.359745216125645,1.54203455132196,-0.187789997101505,1.19217280215824,0.800089751131239,0.978431243918507,0.299634778620539,-0.612843203084619,-0.228309055351447,0.0358324692013903,-0.304776910191954,1.36818719659422,-0.205266590312902,-0.77486990202709,0.30072135038952,-0.19045217791494,-0.537992927670522,-0.710805536226518,-0.304906808183653
"188",207,"yes","church",1,50,50,7,2,"male",NA,4,4,1,"clinton",1,44,12,0,-0.31212592867269,1.05821000534664,9,2.18521548983809,-0.457364753215723,-0.151671413473385,-0.845442157676401,-0.187789997101505,1.87069473684959,0.349380649666893,-0.499423366776022,-1.13144024726418,-0.390315042133703,-0.794542754918982,-0.737257695330156,-0.074846464190925,-0.0218496309586545,0.105429242738975,-0.232323268416855,-0.505680438005696,-0.437539759581321,0.107985709729587,-0.710805536226518,0.222267406780215
"189",208,"I belive god is the supreme being","Non denomiational",1,70,30,7,6,"male",NA,4,4,1,"trump",0,47,9,0,0.606451031635271,-0.351212055483482,5,0.682449001558269,0.640469415770123,-0.556822867808968,0.859898348751001,0.403215345562478,1.19217280215824,-0.432733175185095,-0.12995971410239,-0.850681371976069,0.499797601669962,0.0238251489241735,-0.47956097381964,-0.694948006226479,0.209823173633492,-0.741137634931864,-0.232323268416855,-0.505680438005696,0.303722985417822,0.443271654512742,-0.931817651881178,-0.798244727250543
"190",209,"Unknowable.","Catholic",1,90,10,2,2,"male",NA,3,4,1,"trump",0,27,12,0,-0.434602856713752,0.603812685814744,5,0.682449001558269,-0.640337114713365,0.359745216125645,0.177762146180041,-0.0516076553666977,-1.01302348558865,0.630062947822555,-1.85412342657934,0.224457610770774,-1.28042768593737,0.0238251489241735,-0.737257695330156,1.98074765482143,0.673168782817784,0.0333476418187074,-2.13123648605268,0.0522738339502235,-0.19045217791494,0.180342602155473,1.27830350466543,-0.0852318510803894
"191",210,"Yes I believe in god","Catholic",1,50,50,7,6,"female",NA,4,5,1,"clinton",0,61,9,1,NA,NA,1,-0.820317486721556,-1.73817128369921,-0.151671413473385,0.177762146180041,-0.0516076553666977,0.00475941644837506,0.987272243716289,-0.376268815884812,-0.507483855955016,0.722325762620879,1.40967911938999,0.0358324692013903,0.247008345466046,0.673168782817784,1.30387185925904,-0.232323268416855,-0.505680438005696,-0.437539759581321,0.107985709729587,0.173242926392126,0.222267406780215
"192",211,"We have a creator","Catholic",1,25,75,2,2,"male",NA,2,3,1,"clinton",0,74,10,0,NA,NA,6,1.05814062362823,-0.823309476211005,-0.291954477218709,-0.16330595510544,-0.187789997101505,-0.334501550897301,-0.53059168751239,-0.499423366776022,0.0931737118881687,0.277269440719046,-0.228309055351447,NA,NA,1.36818719659422,0.806748207113188,0.0389500483882616,-1.38713430761848,0.0566354037514411,0.107985709729587,-0.710805536226518,0.626782409288613
"193",212,"God is real","Christian",1,70,30,5,3,"male",NA,3,3,1,"trump",0,36,5,0,0.239020247512086,-0.227728677095192,0,-1.19600910879151,-0.823309476211005,-1.25297266739401,0.00722809553729986,-0.0516076553666977,1.0225423184854,-1.49199553415039,-0.745732468558444,-0.545949896507661,0.0547412797681295,-0.794542754918982,-0.47956097381964,1.18896469715857,0.904841587409931,-0.610173283182143,-0.503596585221973,0.375773431607088,-0.19045217791494,-0.537992927670522,-0.489793420571857,0.760501713613999
"194",214,"No opinion","Catholic",1,50,50,1,6,"female",NA,3,4,1,"clinton",0,65,10,1,-0.128410536611098,-0.719631481076942,0,-1.19600910879151,-0.457364753215723,-0.151671413473385,-0.504374056390921,-1.61460311079585,0.00475941644837506,-1.94694964818465,NA,NA,0.277269440719046,0.376760602825648,-0.994954416840671,-0.304776910191954,NA,NA,-1.04614321883221,0.0522738339502235,-0.931714922914084,0.107985709729587,-1.3738418831905,-0.798244727250543
"195",215,"He exist","Church of God in christ",1,100,0,7,7,"male",NA,4,4,1,"clinton",0,47,13,0,0.667689495655802,-1.41802352659058,1,-0.820317486721556,-0.457364753215723,-0.964617978962575,0.177762146180041,-0.0516076553666977,-0.334501550897301,-0.0657425099147587,-0.745732468558444,-0.0181018505268435,-0.390315042133703,0.0238251489241735,0.0358324692013903,-1.63690435791901,-0.485195240142947,-1.5877045126027,-0.503596585221973,-0.369319049820124,-0.684627341247703,-1.51925750985379,-0.489793420571857,-0.0852318510803894
"196",216,"I believe there is a supreme being","christian",1,85,15,7,7,"female",NA,6,6,1,"trump",0,72,10,1,-0.00593360857003656,0.0197306576788367,1,-0.820317486721556,0.0915523312771992,1.13810110036402,-0.333840005748181,1.01631027599485,1.36180328583108,1.40577851110303,0.485813040353664,-0.218935404919043,-0.167786881182787,0.620599587953076,-0.221864252309125,0.416041915207983,0.441495978225638,-0.205266590312902,-1.58868985244244,0.888769797355117,0.303722985417822,0.443271654512742,-0.931817651881178,-0.798244727250543
"197",217,"I believe he does exist","None",1,60,40,2,7,"female",NA,3,3,-1,"NA",0,31,5,1,-0.25088746465216,-0.656015332942653,0,-1.19600910879151,-0.640337114713365,-0.556822867808968,1.03043239939374,0.59580626019957,1.70106425317676,-1.44650058754173,NA,NA,0.0547412797681295,0.0238251489241735,-1.5103478598617,1.18896469715857,0.673168782817784,0.0333476418187074,-0.77486990202709,1.62360382717711,-1.17880250458047,-0.537992927670522,-1.3738418831905,-0.798244727250543
"198",219,"neither believe nor disbelieve","none",0,85,15,1,1,"male",NA,2,2,1,"clinton",0,74,13,0,-1.59813367310384,1.13669346673317,6,1.05814062362823,0.640469415770123,-1.05039694022622,-0.845442157676401,0.59580626019957,-0.843393001915816,0.504662608597454,1.84051310015698,0.0102942823314222,0.0547412797681295,-0.794542754918982,0.551225912222421,1.18896469715857,-0.0218496309586545,0.598121766510611,1.12404331560873,0.0522738339502235,1.29207331208335,-1.51925750985379,1.49931562032009,-0.677675270451299
"199",221,"","Catholics",1,75,25,4,6,"male",NA,3,5,1,"clinton",1,34,14,0,0.606451031635271,-0.960818610401825,4,0.306757379488313,-0.0914200302204411,-1.05039694022622,-0.16330595510544,-0.187789997101505,-1.52191493660717,-0.368970746117903,0.116349387680032,1.44995092921715,0.499797601669962,0.0238251489241735,-0.737257695330156,-0.074846464190925,-1.64355926310368,-0.741137634931864,0.310223365193379,-0.505680438005696,0.797898148750585,-0.537992927670522,1.27830350466543,-0.0852318510803894
"200",222,"I believe in God. As a matter of fact I serve Him with all that I have.","I am a  born-again christian. Pentecostal",1,75,25,8,7,"female",NA,7,5,-1,"NA",0,70,14,1,1.28007413586111,-1.41802352659058,5,0.682449001558269,0.640469415770123,0.359745216125645,0.177762146180041,0.686063905455394,-1.01302348558865,0.987272243716289,0.855276693027297,0.155434393465467,0.499797601669962,-0.794542754918982,1.06661935524345,1.62612816136834,-1.87523206769583,0.105429242738975,1.12404331560873,0.0522738339502235,0.797898148750585,0.674916799820921,0.836279273356109,1.37304144298789
"201",223,"I believe in one God and Jesus Christ","Baptist Christian",1,85,15,4,5,"male",NA,3,3,1,"clinton",0,22,10,0,0.48397410359421,-0.442176899816687,1,-0.820317486721556,-0.0914200302204411,-0.197183890641057,0.348296196822781,-0.187789997101505,0.344020383794051,0.427706856696573,0.978431243918507,0.299634778620539,-0.167786881182787,-0.656157913738697,-0.47956097381964,0.469374076303181,-0.485195240142947,-0.205266590312902,-0.232323268416855,-0.505680438005696,0.797898148750585,-0.537992927670522,-0.268781304917196,-0.0188715068182718
"202",224,"I'm not sure.... I believe every person has a spiritual need. I think there is a higher power not sure if it's a god or not","Baptist",1,60,40,2,5,"female",NA,4,3,1,"trump",0,47,12,1,-0.189649000631629,-0.407105420387919,1,-0.820317486721556,-0.823309476211005,-0.678132638194292,-0.16330595510544,0.59580626019957,0.00475941644837506,0.630062947822555,-0.253114264993601,-1.04844525311429,0.722325762620879,-0.656157913738697,-0.47956097381964,-0.694948006226479,-0.253522435550801,-0.741137634931864,-0.503596585221973,-0.369319049820124,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"203",225,"","",1,60,40,5,5,"female",NA,4,4,1,"clinton",1,24,9,1,-1.29194135300118,-0.808416971672239,2,-0.444625864651599,-1.73817128369921,0.139326931776077,-0.333840005748181,0.403215345562478,0.344020383794051,-1.58558678044292,0.239503938571242,0.198827714183286,0.277269440719046,0.376760602825648,-0.994954416840671,0.247008345466046,0.673168782817784,0.951996120409814,-1.31741653563732,1.25722730121987,-0.19045217791494,0.180342602155473,0.394255042046787,-0.798244727250543
"204",226,"I am not a church goer or organized religous person, however I do believe in God.","None",1,50,50,2,7,"female",NA,4,4,1,NA,0,70,10,1,0.790166423696863,-0.277554091972566,0,-1.19600910879151,-0.457364753215723,0.139326931776077,NA,NA,-0.164871067224464,-0.337509078326443,-0.253114264993601,-2.00099752257268,0.722325762620879,-0.656157913738697,-0.221864252309125,-0.821146228097169,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"205",227,"I believe there is a God and an afterlife","None",1,60,40,2,5,"female",NA,4,4,0,"NA",0,58,9,1,0.606451031635271,-0.59731558515439,4,0.306757379488313,1.0064141387654,-0.964617978962575,-1.6981124108901,-1.61460311079585,0.00475941644837506,0.630062947822555,-0.499423366776022,-0.136004939961976,0.0547412797681295,0.994524595849139,0.808922633732936,-0.821146228097169,-0.485195240142947,-1.5877045126027,0.0389500483882616,0.0522738339502235,-0.931714922914084,0.107985709729587,0.173242926392126,-0.304906808183653
"206",228,"Don't exist","none",0,70,30,1,1,"male",NA,2,3,1,"clinton",0,69,11,0,-2.39423370537074,-1.41802352659058,8,1.80952386776814,0.0915523312771992,1.13810110036402,-0.504374056390921,-1.61460311079585,-1.01302348558865,-0.184119225304063,1.71735854926577,-0.261882971955678,0.499797601669962,-0.794542754918982,1.32431607675397,-0.074846464190925,-0.485195240142947,-0.205266590312902,-0.503596585221973,-0.369319049820124,1.04498573041697,-0.669457453849157,-0.268781304917196,-0.0188715068182718
"207",229,"I believe in God and know he exist","Lutheran and Methodist",1,80,20,5,6,"female",NA,4,4,1,"trump",0,54,10,1,0.851404887717394,1.31247629862012,1,-0.820317486721556,1.18938650026305,-0.556822867808968,0.859898348751001,0.403215345562478,-1.35228445293433,-1.58558678044292,-0.12995971410239,-0.507483855955016,NA,NA,NA,NA,-0.716868044735094,0.951996120409814,0.310223365193379,0.30072135038952,0.550810567084204,0.107985709729587,NA,NA
"208",230,"I believed there is a god up above.","non",1,80,20,3,3,"male",NA,6,6,-1,"NA",0,56,9,0,0.48397410359421,-0.442176899816687,0,-1.19600910879151,-0.274392391718083,0.624435788430122,-1.6981124108901,-1.61460311079585,-0.843393001915816,0.871131173649209,-1.3615052230145,1.31588194325967,-0.167786881182787,0.620599587953076,0.0358324692013903,1.88757358340997,0.904841587409931,1.34488917565898,0.310223365193379,0.30072135038952,-0.19045217791494,1.73522892931296,-2.03687823015448,-0.677675270451299
"209",231,"","Roman Catholic Church",1,80,20,7,2,"male",NA,2,2,1,"clinton",0,34,13,0,0.116543319471025,0.173096294206546,9,2.18521548983809,-0.274392391718083,-0.499971098647707,1.20096645003648,0.686063905455394,-1.52191493660717,0.0773640156477791,0.239503938571242,0.578526217261692,0.722325762620879,0.0999909204650784,0.293529190711906,-0.821146228097169,-0.253522435550801,-0.741137634931864,0.852769998803613,-0.505680438005696,0.0566354037514411,-0.669457453849157,-0.489793420571857,-0.0852318510803894
"210",232,"I believe there is only one God","Christian",1,80,20,5,7,"male",NA,3,4,1,"trump",0,34,7,0,1.21883567184058,-0.960818610401825,1,-0.820317486721556,-0.640337114713365,-0.197183890641057,1.88310265260744,-1.61460311079585,0.174389900121212,0.349380649666893,-0.499423366776022,-0.136004939961976,-0.390315042133703,0.0238251489241735,-0.994954416840671,0.6704080637013,0.673168782817784,0.0333476418187074,-1.85996316924756,0.30072135038952,-1.67297766791323,-1.51925750985379,0.836279273356109,0.760501713613999
"212",235,"Only one God.","Nazarene",1,75,25,8,7,"female",NA,6,6,1,"trump",0,58,9,1,0.790166423696863,1.29112726250152,3,-0.0689342425816433,-0.640337114713365,-0.197183890641057,-0.674908107033661,-0.509398425298141,0.174389900121212,-0.0657425099147587,-1.3615052230145,-0.990663268819681,-0.835371364035536,-0.794542754918982,-0.221864252309125,-0.074846464190925,0.904841587409931,-0.610173283182143,0.581496681998496,-0.369319049820124,-1.42589008624685,-0.669457453849157,0.836279273356109,-0.798244727250543
"213",237,"Many zealots claim to know, and many have conflicting ideas.  That's because no one knows.","none",0,65,35,1,1,"male",NA,2,5,1,"clinton",0,47,12,0,-1.78184906516543,-0.0549018302637086,9,2.18521548983809,1.37235886176069,-1.25297266739401,0.689364298108261,-1.61460311079585,-0.334501550897301,2.00722494033796,1.96366765104819,0.0196709849333133,-1.7254840078392,-0.794542754918982,0.293529190711906,1.14944010648621,-1.41188645851153,-0.205266590312902,-0.77486990202709,1.25722730121987,1.53916089374973,-0.669457453849157,1.05729138901077,-1.57761794768281
"214",238,"","",1,75,25,6,2,"male",NA,1,1,-1,"NA",1,28,12,0,0.116543319471025,0.442275552491061,9,2.18521548983809,1.92127594625361,-1.05039694022622,1.03043239939374,0.59580626019957,-0.50413203457014,1.57254797371767,-0.745732468558444,2.39865295093925,-1.50295584688828,0.841046881152138,NA,NA,NA,NA,-1.31741653563732,2.24719310090445,-0.19045217791494,0.180342602155473,1.94133985162941,-1.57761794768281
"215",240,"I believe in 1 god","None",1,80,20,2,2,"male",NA,7,6,1,"trump",1,35,11,0,-0.373364392693222,-0.719631481076942,1,-0.820317486721556,-0.457364753215723,-0.499971098647707,-0.504374056390921,0.0736249324418559,0.344020383794051,0.0207370684000367,-0.12995971410239,-0.850681371976069,NA,NA,0.808922633732936,-0.821146228097169,0.209823173633492,-0.741137634931864,-1.58868985244244,-0.369319049820124,0.303722985417822,0.443271654512742,-0.710805536226518,-0.304906808183653
"217",242,"I believe there is a God","Catholic",1,90,10,7,5,"male",NA,4,7,1,"trump",0,50,13,0,0.54521256761474,0.0752014768152888,4,0.306757379488313,-0.457364753215723,-0.151671413473385,1.20096645003648,-0.0516076553666977,0.513650867466888,0.847567070376467,-0.745732468558444,-0.0181018505268435,-0.167786881182787,1.40967911938999,-0.994954416840671,1.34182316989198,1.59986000118637,0.0333476418187074,0.0389500483882616,0.0522738339502235,-0.19045217791494,0.674916799820921,-0.268781304917196,1.40715424552203
